area_type,route_type,hour,day_of_week,weather,rainfall_mm,traffic_index,passenger_load_pct,scheduled_headway_min,stop_count,distance_km,road_condition,previous_delay_min,special_event,delay_minutes,delay_category
Urban,Feeder Bus,7,4,Clear,1.37,48.26,97.67,19.74,13,23.55,Average,6.67,0,17.77,Major Delay
Rural,Local Bus,21,5,Rain,1.24,74.23,45.93,24.02,22,7.11,Good,12.6,0,13.89,Moderate Delay
Urban,Feeder Bus,6,0,Cloudy,13.17,66.5,67.24,13.1,31,10.81,Average,2.22,0,15.44,Major Delay
Rural,Feeder Bus,13,3,Clear,0.02,57.03,10.0,7.17,18,10.07,Average,0.0,0,8.43,Moderate Delay
Urban,Local Bus,22,6,Rain,2.96,12.56,56.58,18.93,24,10.9,Average,5.86,0,14.2,Moderate Delay
Urban,Express Bus,14,6,Rain,0.54,73.15,70.08,21.73,20,19.12,Average,0.0,0,16.62,Major Delay
Rural,Local Bus,19,1,Rain,4.21,56.7,60.85,21.61,19,9.05,Average,11.51,0,23.66,Major Delay
Urban,Feeder Bus,12,3,Clear,1.57,64.16,56.04,16.82,8,7.09,Average,7.29,0,15.67,Major Delay
Urban,Express Bus,18,6,Clear,0.61,55.21,53.78,26.0,15,8.78,Good,0.0,0,3.07,On Time / Minor
Urban,Local Bus,17,6,Cloudy,2.41,59.18,75.41,12.36,32,10.06,Good,0.0,0,16.88,Major Delay
Urban,Local Bus,14,2,Rain,1.11,77.92,32.13,23.6,31,14.85,Good,0.0,0,23.64,Major Delay
Urban,Local Bus,6,5,Heavy Rain,1.18,37.1,53.27,7.04,14,11.63,Good,6.16,0,19.7,Major Delay
Urban,Feeder Bus,22,5,Clear,6.41,58.76,86.69,3.0,22,14.33,Average,0.0,1,16.89,Major Delay
Rural,Express Bus,5,1,Cloudy,0.41,30.12,28.35,6.94,23,16.29,Good,7.22,0,13.89,Moderate Delay
Urban,Local Bus,11,0,Clear,4.45,61.26,55.87,10.55,31,9.59,Good,8.19,0,15.45,Major Delay
Urban,Local Bus,16,0,Clear,2.93,53.78,35.93,14.0,5,10.65,Poor,0.64,0,17.94,Major Delay
Urban,Local Bus,18,1,Clear,1.48,33.49,64.02,8.4,14,13.46,Poor,7.92,0,18.38,Major Delay
Urban,Express Bus,14,5,Clear,6.35,50.15,58.66,14.77,18,7.92,Average,9.54,0,14.34,Moderate Delay
Urban,Local Bus,12,2,Cloudy,14.15,34.92,39.12,17.88,20,11.22,Average,6.33,0,12.09,Moderate Delay
Urban,Local Bus,12,4,Clear,3.39,39.31,58.48,16.12,28,16.29,Good,6.23,0,17.57,Major Delay
Urban,Feeder Bus,22,0,Cloudy,3.47,56.16,59.31,13.17,15,11.61,Average,0.69,0,12.99,Moderate Delay
Urban,Local Bus,11,4,Cloudy,0.76,54.17,45.81,21.22,23,17.38,Good,13.65,0,15.91,Major Delay
Urban,Express Bus,20,5,Clear,0.45,3.83,49.67,9.2,30,6.44,Good,0.0,0,12.96,Moderate Delay
Urban,Local Bus,5,6,Cloudy,3.06,56.52,45.04,12.55,14,12.69,Average,1.29,0,15.29,Major Delay
Urban,Local Bus,16,2,Clear,0.23,41.02,12.39,10.7,20,13.89,Good,8.19,1,13.58,Moderate Delay
Rural,Express Bus,17,3,Clear,5.17,38.47,76.54,17.92,24,12.58,Good,1.62,0,6.58,Moderate Delay
Rural,Local Bus,17,3,Heavy Rain,0.46,22.08,81.9,11.45,29,9.56,Average,2.0,1,24.53,Major Delay
Urban,Local Bus,12,2,Clear,5.38,46.96,23.0,16.4,28,3.71,Good,0.0,0,9.3,Moderate Delay
Rural,Feeder Bus,17,4,Clear,10.03,35.97,82.16,18.9,17,16.59,Good,1.15,0,12.87,Moderate Delay
Rural,Feeder Bus,13,3,Cloudy,4.79,77.29,66.03,10.96,9,3.95,Good,15.57,0,13.46,Moderate Delay
Urban,Express Bus,15,5,Clear,0.33,7.76,35.96,4.41,8,4.32,Good,1.7,0,10.12,Moderate Delay
Rural,Local Bus,21,0,Clear,18.45,25.83,53.82,12.65,6,13.91,Average,9.9,0,15.1,Major Delay
Urban,Local Bus,17,1,Rain,3.72,24.27,43.89,9.23,19,9.15,Good,1.0,0,14.15,Moderate Delay
Rural,Local Bus,18,4,Cloudy,3.39,53.95,76.47,10.15,18,11.72,Good,0.0,0,16.91,Major Delay
Urban,Feeder Bus,22,4,Cloudy,2.85,74.98,39.65,3.0,12,4.59,Average,0.0,0,17.73,Major Delay
Urban,Feeder Bus,8,6,Rain,1.43,59.57,100.0,4.28,18,12.46,Average,7.13,0,19.43,Major Delay
Urban,Local Bus,15,4,Clear,0.86,22.82,81.17,18.8,25,15.18,Average,0.0,0,13.01,Moderate Delay
Rural,Feeder Bus,16,0,Clear,0.53,38.13,33.5,8.38,6,3.19,Average,12.02,0,8.38,Moderate Delay
Urban,Local Bus,17,3,Clear,2.55,29.39,90.77,20.94,12,12.26,Average,5.89,0,17.35,Major Delay
Urban,Express Bus,7,5,Clear,5.11,59.68,72.6,9.71,25,15.51,Good,1.63,0,21.34,Major Delay
Urban,Local Bus,18,6,Heavy Rain,1.01,37.66,54.99,16.92,12,4.33,Average,0.0,0,24.19,Major Delay
Urban,Local Bus,8,5,Rain,4.5,15.51,71.51,12.48,22,11.72,Good,0.89,0,15.43,Major Delay
Rural,Feeder Bus,12,3,Clear,2.33,61.45,76.49,17.9,28,11.26,Average,9.25,0,17.74,Major Delay
Rural,Feeder Bus,17,0,Clear,3.03,77.05,42.83,12.48,14,12.78,Poor,0.0,0,20.35,Major Delay
Urban,Local Bus,9,1,Clear,7.82,43.89,74.7,15.28,8,9.64,Good,3.22,0,8.23,Moderate Delay
Urban,Local Bus,7,5,Cloudy,4.54,50.77,49.35,21.38,13,3.72,Good,9.15,0,10.89,Moderate Delay
Urban,Express Bus,17,2,Clear,5.52,13.36,74.29,16.83,24,9.01,Good,0.0,0,13.92,Moderate Delay
Urban,Local Bus,10,5,Rain,20.0,0.64,55.27,9.87,13,8.22,Poor,0.36,0,13.71,Moderate Delay
Rural,Express Bus,19,0,Clear,1.02,5.47,37.85,3.0,32,10.66,Good,0.0,0,9.43,Moderate Delay
Rural,Express Bus,21,3,Clear,7.23,46.97,70.6,13.35,8,17.03,Poor,0.0,0,15.09,Major Delay
Urban,Local Bus,11,6,Heavy Rain,5.4,40.92,50.43,16.58,18,3.57,Good,4.58,0,19.63,Major Delay
Urban,Local Bus,18,1,Rain,5.38,60.56,61.09,14.92,32,15.8,Average,6.75,0,21.79,Major Delay
Urban,Local Bus,9,0,Clear,3.99,43.45,66.18,8.73,27,19.84,Good,1.45,0,20.85,Major Delay
Urban,Feeder Bus,21,2,Clear,4.9,70.72,87.39,14.91,6,19.53,Good,0.0,0,15.57,Major Delay
Urban,Local Bus,9,0,Rain,2.42,68.06,49.28,17.96,13,19.95,Good,0.0,0,24.75,Major Delay
Rural,Express Bus,20,4,Cloudy,3.45,40.58,41.04,22.36,6,11.96,Good,5.48,1,7.67,Moderate Delay
Urban,Local Bus,19,1,Cloudy,8.85,24.92,90.92,12.64,33,11.36,Good,3.32,1,17.84,Major Delay
Rural,Express Bus,10,1,Cloudy,1.65,3.93,58.06,28.74,28,2.0,Good,0.0,0,7.69,Moderate Delay
Urban,Local Bus,19,4,Heavy Rain,1.9,80.97,47.1,22.72,12,9.91,Average,1.06,0,26.59,Major Delay
Urban,Local Bus,16,2,Cloudy,5.06,26.32,65.25,15.01,18,16.66,Average,7.4,0,17.86,Major Delay
Urban,Express Bus,17,4,Clear,4.62,13.58,51.13,15.57,18,3.89,Good,4.5,0,8.22,Moderate Delay
Urban,Express Bus,11,6,Clear,2.31,50.99,52.64,22.33,29,6.7,Average,0.0,0,7.46,Moderate Delay
Urban,Local Bus,9,6,Rain,5.2,13.79,100.0,8.22,8,11.55,Average,4.78,0,15.18,Major Delay
Urban,Local Bus,17,5,Clear,5.15,50.96,38.24,9.19,20,2.73,Poor,0.69,0,23.02,Major Delay
Rural,Feeder Bus,5,6,Clear,17.66,40.26,29.24,6.27,26,20.12,Good,0.27,0,10.91,Moderate Delay
Urban,Local Bus,11,5,Cloudy,22.38,69.24,82.51,12.47,31,13.92,Good,4.16,0,18.64,Major Delay
Urban,Local Bus,7,0,Clear,5.09,67.24,50.42,8.84,15,12.72,Poor,0.0,0,14.88,Moderate Delay
Rural,Local Bus,5,6,Heavy Rain,7.91,73.38,64.38,11.87,15,15.05,Poor,1.3,1,26.52,Major Delay
Urban,Local Bus,5,3,Clear,4.98,52.74,70.76,13.79,24,9.31,Poor,8.74,0,16.07,Major Delay
Urban,Express Bus,6,0,Rain,3.08,28.26,23.0,5.73,22,12.4,Average,15.85,0,16.27,Major Delay
Urban,Express Bus,21,4,Cloudy,5.44,24.15,80.81,22.2,32,6.12,Average,0.0,0,10.72,Moderate Delay
Urban,Local Bus,18,1,Clear,3.02,35.79,46.77,21.15,11,2.0,Poor,0.0,1,14.67,Moderate Delay
Rural,Express Bus,22,3,Clear,3.68,93.87,95.98,11.24,16,10.84,Average,9.15,0,19.74,Major Delay
Rural,Local Bus,6,4,Clear,3.35,42.27,42.07,22.89,18,18.91,Good,0.0,0,14.4,Moderate Delay
Urban,Express Bus,22,0,Rain,3.4,51.7,89.31,16.33,20,19.37,Poor,2.86,0,20.97,Major Delay
Urban,Local Bus,15,3,Rain,1.69,82.93,92.93,20.59,8,10.06,Average,12.49,0,14.34,Moderate Delay
Rural,Local Bus,19,0,Clear,7.27,53.86,48.21,5.86,9,9.62,Good,0.0,0,8.41,Moderate Delay
Rural,Express Bus,20,0,Clear,5.3,30.78,54.19,11.98,19,3.22,Good,2.24,0,5.8,Moderate Delay
Urban,Local Bus,9,1,Heavy Rain,1.61,64.79,51.72,17.77,7,16.31,Poor,0.0,0,30.65,Major Delay
Rural,Local Bus,18,5,Clear,3.25,38.15,88.39,13.02,18,13.12,Good,6.93,0,18.98,Major Delay
Urban,Local Bus,16,2,Rain,0.94,54.65,61.59,12.94,9,10.05,Average,0.0,1,22.97,Major Delay
Urban,Express Bus,12,0,Clear,4.3,59.78,68.65,13.34,5,2.0,Good,0.04,0,5.77,Moderate Delay
Urban,Local Bus,13,5,Clear,8.79,36.63,55.13,16.24,17,2.0,Good,0.0,0,5.13,Moderate Delay
Urban,Express Bus,8,3,Cloudy,2.47,52.29,67.44,14.67,7,11.65,Average,1.89,0,16.55,Major Delay
Rural,Express Bus,8,0,Clear,7.13,84.8,68.74,23.35,24,3.29,Poor,12.78,0,10.74,Moderate Delay
Urban,Express Bus,21,3,Rain,3.42,33.59,46.06,8.06,21,13.69,Average,5.43,0,14.96,Moderate Delay
Urban,Local Bus,18,1,Cloudy,2.6,78.29,93.45,14.57,9,13.93,Good,4.69,0,19.46,Major Delay
Urban,Feeder Bus,15,4,Cloudy,1.49,34.42,53.93,18.22,26,4.43,Good,4.98,0,7.59,Moderate Delay
Urban,Local Bus,17,6,Cloudy,2.9,89.45,78.6,6.54,13,11.24,Good,3.38,0,22.86,Major Delay
Urban,Feeder Bus,12,2,Cloudy,7.33,28.32,32.76,11.94,24,6.31,Poor,9.92,0,15.03,Major Delay
Urban,Express Bus,9,5,Rain,4.88,38.94,71.68,15.04,33,15.71,Good,7.37,0,18.96,Major Delay
Urban,Local Bus,21,0,Cloudy,1.17,82.69,79.3,23.02,26,27.45,Poor,0.0,0,22.13,Major Delay
Urban,Express Bus,22,2,Rain,5.53,83.7,63.32,14.82,14,10.41,Poor,8.37,0,20.27,Major Delay
Rural,Local Bus,8,6,Cloudy,4.13,66.82,79.52,18.55,19,18.39,Average,4.68,0,15.93,Major Delay
Urban,Local Bus,19,0,Clear,0.96,23.12,43.85,18.94,14,16.14,Good,5.77,0,9.85,Moderate Delay
Rural,Local Bus,12,6,Clear,0.63,49.9,67.45,3.0,15,10.61,Poor,0.0,0,16.82,Major Delay
Rural,Express Bus,17,0,Clear,0.58,48.03,27.59,14.48,31,13.66,Good,3.5,0,13.03,Moderate Delay
Urban,Express Bus,6,3,Clear,7.77,28.32,60.97,11.39,25,4.67,Poor,2.81,0,17.18,Major Delay
Urban,Feeder Bus,13,1,Clear,0.99,64.03,42.14,23.02,21,11.69,Good,0.04,0,9.97,Moderate Delay
Rural,Local Bus,7,0,Clear,2.67,30.14,56.62,18.19,13,9.5,Good,8.87,1,15.55,Major Delay
Urban,Express Bus,19,2,Clear,5.17,18.32,85.58,19.25,20,17.8,Good,0.0,0,8.44,Moderate Delay
Urban,Express Bus,12,4,Rain,4.9,10.72,92.76,17.12,23,7.87,Good,18.64,0,20.01,Major Delay
Urban,Express Bus,9,5,Rain,4.9,87.38,32.35,14.63,26,5.73,Average,0.0,0,13.68,Moderate Delay
Urban,Local Bus,17,2,Clear,0.82,36.26,82.91,19.01,7,5.92,Average,5.85,0,17.09,Major Delay
Urban,Local Bus,22,3,Heavy Rain,5.26,36.74,85.98,13.87,30,15.28,Good,4.57,0,25.76,Major Delay
Rural,Express Bus,11,1,Heavy Rain,2.54,24.29,64.49,21.71,21,10.08,Average,9.34,0,21.28,Major Delay
Urban,Local Bus,17,5,Rain,3.77,79.46,85.16,7.59,15,2.58,Good,11.86,0,16.51,Major Delay
Rural,Local Bus,17,1,Clear,3.59,16.25,49.7,20.23,26,16.07,Poor,1.32,1,13.02,Moderate Delay
Urban,Local Bus,13,6,Clear,3.06,20.3,47.72,11.82,21,3.45,Poor,4.38,0,11.64,Moderate Delay
Urban,Local Bus,19,1,Clear,8.55,40.6,47.81,18.08,14,8.26,Average,1.36,0,10.32,Moderate Delay
Urban,Local Bus,7,4,Rain,7.57,47.5,72.28,4.57,32,9.95,Poor,0.0,0,30.72,Major Delay
Urban,Local Bus,20,2,Cloudy,28.98,63.15,56.05,15.62,32,5.52,Good,3.67,0,19.07,Major Delay
Urban,Express Bus,12,6,Cloudy,11.85,32.46,43.68,13.09,32,2.52,Good,3.36,0,6.0,Moderate Delay
Urban,Feeder Bus,5,1,Rain,0.34,83.52,44.64,13.73,7,15.07,Good,3.56,0,11.17,Moderate Delay
Urban,Local Bus,22,6,Heavy Rain,3.37,32.62,58.02,3.39,32,14.26,Average,1.61,0,27.73,Major Delay
Urban,Local Bus,18,5,Cloudy,11.06,24.8,41.02,14.2,12,11.27,Good,5.2,0,17.8,Major Delay
Rural,Feeder Bus,19,3,Rain,2.95,22.61,71.37,14.78,15,12.83,Poor,7.41,0,14.83,Moderate Delay
Urban,Local Bus,7,3,Rain,2.32,30.2,81.9,3.31,25,2.49,Average,0.0,1,24.19,Major Delay
Urban,Feeder Bus,18,2,Clear,0.78,21.12,77.48,7.1,19,13.61,Good,6.58,0,13.19,Moderate Delay
Urban,Express Bus,17,2,Rain,0.67,65.27,100.0,14.95,29,13.07,Average,11.31,0,21.1,Major Delay
Urban,Local Bus,21,3,Clear,7.03,24.98,66.22,16.44,24,13.21,Average,0.0,0,8.72,Moderate Delay
Rural,Local Bus,11,1,Clear,3.85,44.94,91.9,13.7,8,13.19,Average,4.27,0,12.46,Moderate Delay
Urban,Local Bus,21,2,Heavy Rain,0.07,24.32,61.68,14.27,9,15.97,Average,5.77,0,16.34,Major Delay
Urban,Express Bus,17,6,Clear,9.05,20.99,52.43,14.16,7,10.42,Average,7.42,0,16.35,Major Delay
Urban,Local Bus,9,6,Clear,10.15,73.45,60.38,10.73,14,11.31,Good,7.98,0,13.41,Moderate Delay
Urban,Feeder Bus,8,0,Heavy Rain,2.71,84.86,61.33,12.93,18,4.33,Average,9.52,0,28.55,Major Delay
Urban,Express Bus,21,5,Clear,3.44,77.19,55.53,5.59,31,14.43,Good,4.18,0,12.14,Moderate Delay
Urban,Feeder Bus,16,1,Clear,12.14,14.16,36.35,10.49,15,7.66,Average,0.0,0,3.2,On Time / Minor
Rural,Feeder Bus,7,4,Clear,2.59,17.35,38.41,13.75,7,8.02,Good,1.71,0,6.03,Moderate Delay
Rural,Local Bus,7,4,Cloudy,0.22,93.5,80.66,21.42,21,8.96,Average,10.72,0,15.09,Major Delay
Urban,Local Bus,19,6,Clear,7.07,42.15,74.68,13.27,17,5.64,Good,0.0,0,15.32,Major Delay
Rural,Feeder Bus,8,4,Clear,9.84,16.38,93.57,26.37,30,10.47,Good,6.09,0,9.59,Moderate Delay
Urban,Local Bus,8,5,Rain,4.04,72.89,50.14,25.58,6,15.12,Average,7.73,0,17.25,Major Delay
Rural,Local Bus,16,5,Clear,0.98,49.55,48.28,14.42,13,5.44,Good,6.56,0,11.67,Moderate Delay
Urban,Local Bus,20,4,Cloudy,11.01,61.1,35.02,11.52,25,10.92,Average,8.15,0,13.77,Moderate Delay
Urban,Local Bus,11,2,Clear,2.17,0.0,79.12,27.6,5,14.33,Average,3.34,0,15.53,Major Delay
Urban,Feeder Bus,16,2,Cloudy,1.25,40.5,40.16,18.48,21,2.0,Good,2.99,0,10.47,Moderate Delay
Urban,Local Bus,17,2,Cloudy,3.98,69.82,57.38,16.63,25,20.27,Good,12.58,0,19.19,Major Delay
Rural,Express Bus,15,2,Clear,2.67,33.27,64.26,9.67,5,8.69,Average,13.36,0,5.56,Moderate Delay
Urban,Feeder Bus,17,2,Clear,6.51,76.41,26.73,11.43,21,6.33,Average,10.73,0,14.5,Moderate Delay
Urban,Local Bus,9,2,Clear,19.77,17.71,73.54,8.0,32,11.41,Average,6.25,0,17.27,Major Delay
Urban,Express Bus,16,3,Clear,1.15,45.41,78.2,22.93,20,7.63,Good,0.62,0,4.93,On Time / Minor
Rural,Local Bus,5,1,Clear,7.52,85.83,63.54,17.01,10,10.65,Good,4.18,0,15.63,Major Delay
Rural,Local Bus,18,2,Clear,2.55,21.53,56.26,12.14,28,7.25,Average,2.85,0,14.05,Moderate Delay
Urban,Local Bus,19,4,Clear,6.47,54.24,57.35,11.17,6,16.63,Poor,9.0,0,16.09,Major Delay
Urban,Local Bus,19,2,Clear,4.14,61.46,86.0,8.05,30,24.42,Average,5.45,0,19.32,Major Delay
Urban,Local Bus,5,0,Clear,2.04,50.1,59.07,13.58,33,14.61,Average,6.42,1,18.9,Major Delay
Rural,Local Bus,21,0,Rain,7.72,42.25,57.6,15.02,9,12.0,Average,3.33,0,21.76,Major Delay
Rural,Local Bus,12,5,Clear,2.31,27.84,44.27,3.0,13,8.24,Average,0.0,1,14.22,Moderate Delay
Urban,Local Bus,6,6,Cloudy,1.3,52.52,10.0,8.21,29,16.31,Average,10.06,0,12.64,Moderate Delay
Rural,Express Bus,14,4,Cloudy,7.26,45.64,79.93,9.94,27,7.16,Good,3.18,0,8.76,Moderate Delay
Urban,Local Bus,15,0,Clear,1.28,14.97,57.94,20.51,21,12.59,Average,8.34,0,11.8,Moderate Delay
Rural,Feeder Bus,12,3,Clear,6.97,73.3,40.49,10.68,25,8.4,Good,1.81,1,15.6,Major Delay
Urban,Feeder Bus,18,1,Clear,3.69,27.07,100.0,3.23,31,4.72,Good,11.61,0,18.59,Major Delay
Urban,Express Bus,14,2,Cloudy,3.94,15.56,66.79,7.39,26,9.93,Good,0.83,0,11.36,Moderate Delay
Urban,Express Bus,8,6,Clear,1.09,34.3,53.88,24.35,22,6.07,Good,3.14,0,9.54,Moderate Delay
Urban,Express Bus,16,5,Clear,4.13,27.47,78.36,11.76,16,18.38,Good,3.58,0,4.84,On Time / Minor
Rural,Express Bus,9,5,Rain,2.13,42.06,65.36,7.77,31,7.23,Good,0.0,0,16.0,Major Delay
Urban,Feeder Bus,7,3,Rain,12.6,19.42,64.97,3.96,22,10.35,Good,5.55,0,14.23,Moderate Delay
Rural,Feeder Bus,9,4,Clear,0.64,58.3,45.83,14.15,29,7.75,Good,7.64,0,15.4,Major Delay
Rural,Local Bus,21,6,Rain,9.32,79.76,71.93,14.78,30,4.82,Good,5.6,0,13.39,Moderate Delay
Urban,Express Bus,15,4,Clear,9.98,50.43,76.81,16.65,14,14.42,Good,15.09,0,13.23,Moderate Delay
Rural,Feeder Bus,10,4,Clear,5.46,14.78,45.93,30.36,27,10.53,Average,0.0,0,13.28,Moderate Delay
Urban,Local Bus,11,0,Clear,12.05,27.0,20.1,6.58,24,22.72,Average,0.0,0,19.7,Major Delay
Urban,Local Bus,20,6,Heavy Rain,2.72,53.09,77.0,11.78,11,16.24,Good,0.0,0,19.27,Major Delay
Urban,Express Bus,16,5,Clear,3.11,2.76,70.57,15.75,22,11.35,Good,3.92,1,16.24,Major Delay
Urban,Express Bus,18,2,Rain,5.81,19.65,74.84,11.37,33,12.83,Good,9.49,0,20.89,Major Delay
Rural,Local Bus,15,1,Cloudy,2.82,10.11,58.92,3.0,21,10.55,Good,4.37,0,9.9,Moderate Delay
Urban,Local Bus,22,6,Cloudy,0.66,50.65,77.25,17.07,25,5.86,Good,1.03,0,13.19,Moderate Delay
Urban,Local Bus,16,6,Clear,0.77,97.73,44.94,10.21,8,3.82,Good,10.99,0,12.15,Moderate Delay
Urban,Express Bus,12,2,Clear,7.35,19.0,54.27,7.62,16,5.72,Average,2.92,0,7.09,Moderate Delay
Urban,Feeder Bus,9,1,Rain,3.45,66.78,37.06,8.64,5,17.69,Average,0.0,0,11.17,Moderate Delay
Rural,Feeder Bus,5,5,Clear,6.83,35.03,81.15,23.31,15,12.29,Average,8.49,0,9.29,Moderate Delay
Urban,Local Bus,18,4,Cloudy,7.82,17.64,57.06,21.79,15,13.69,Good,6.73,0,4.69,On Time / Minor
Rural,Local Bus,21,6,Clear,2.75,83.97,62.64,7.45,10,14.94,Good,4.69,0,13.73,Moderate Delay
Urban,Express Bus,16,3,Rain,4.67,97.68,66.67,3.61,19,10.0,Poor,11.61,0,27.22,Major Delay
Rural,Express Bus,13,3,Cloudy,0.62,57.47,53.23,19.39,20,7.97,Average,2.98,0,11.27,Moderate Delay
Urban,Local Bus,7,1,Cloudy,1.69,56.34,74.45,26.35,21,21.1,Average,4.9,1,20.52,Major Delay
Urban,Local Bus,16,4,Clear,2.62,49.43,91.16,28.0,16,13.65,Poor,0.0,0,14.14,Moderate Delay
Urban,Local Bus,8,2,Clear,3.56,44.59,77.59,5.5,20,2.68,Average,0.0,1,24.84,Major Delay
Urban,Express Bus,16,1,Clear,0.46,55.82,23.53,22.15,22,2.22,Good,1.13,0,10.85,Moderate Delay
Rural,Express Bus,10,5,Clear,2.66,63.55,60.2,13.97,9,14.75,Average,6.97,0,8.66,Moderate Delay
Urban,Local Bus,20,2,Cloudy,1.3,86.26,61.1,3.0,19,6.58,Good,0.12,0,23.42,Major Delay
Urban,Feeder Bus,21,1,Clear,18.25,35.98,82.85,8.84,29,10.35,Average,3.02,0,20.91,Major Delay
Rural,Express Bus,9,6,Clear,3.79,50.93,47.02,9.29,26,2.0,Good,2.39,0,6.82,Moderate Delay
Urban,Feeder Bus,10,6,Clear,6.79,45.97,37.19,16.85,26,8.68,Good,3.24,0,15.52,Major Delay
Urban,Local Bus,21,3,Clear,6.8,71.55,74.71,5.8,13,15.56,Good,0.0,0,13.37,Moderate Delay
Rural,Local Bus,5,2,Cloudy,4.07,100.0,57.62,19.66,30,8.32,Good,2.46,0,7.82,Moderate Delay
Urban,Feeder Bus,14,1,Cloudy,5.23,72.35,45.52,16.85,19,5.15,Average,0.0,0,9.56,Moderate Delay
Rural,Feeder Bus,7,4,Clear,4.76,66.36,52.8,20.12,31,9.78,Good,3.3,0,16.36,Major Delay
Urban,Feeder Bus,12,4,Clear,4.77,68.88,29.78,10.04,9,11.17,Good,3.36,0,12.73,Moderate Delay
Rural,Feeder Bus,5,4,Cloudy,11.11,77.15,61.4,16.38,29,9.24,Good,3.86,0,23.39,Major Delay
Urban,Local Bus,7,5,Cloudy,3.65,100.0,51.92,7.78,13,3.11,Average,6.3,0,18.82,Major Delay
Rural,Local Bus,12,3,Rain,7.02,9.24,68.66,18.06,24,12.97,Average,12.55,0,11.05,Moderate Delay
Urban,Local Bus,6,4,Rain,0.9,61.79,53.9,12.58,5,8.13,Average,0.0,0,11.58,Moderate Delay
Rural,Feeder Bus,19,4,Rain,3.08,0.0,58.71,13.16,18,11.87,Good,1.65,0,11.23,Moderate Delay
Urban,Local Bus,15,5,Rain,2.03,69.88,48.89,13.8,28,6.12,Good,0.0,0,14.73,Moderate Delay
Rural,Express Bus,13,5,Rain,2.77,60.67,52.91,3.55,24,17.23,Good,5.06,0,13.12,Moderate Delay
Urban,Feeder Bus,13,0,Cloudy,5.62,35.42,35.4,21.14,14,14.56,Good,7.04,0,11.79,Moderate Delay
Urban,Feeder Bus,20,4,Cloudy,5.19,0.0,78.64,14.5,12,9.2,Good,0.0,0,16.25,Major Delay
Rural,Feeder Bus,20,6,Rain,2.79,47.67,57.17,21.16,11,12.52,Poor,5.09,0,19.82,Major Delay
Urban,Express Bus,5,3,Clear,1.75,53.13,18.22,20.72,32,19.18,Average,7.83,0,5.58,Moderate Delay
Urban,Local Bus,17,3,Clear,8.12,46.55,26.29,9.12,14,16.88,Good,5.62,0,15.04,Major Delay
Rural,Feeder Bus,13,4,Rain,5.94,33.71,78.75,12.38,23,18.55,Average,1.81,0,9.81,Moderate Delay
Urban,Local Bus,19,3,Cloudy,0.45,27.37,57.14,4.7,5,14.03,Good,6.88,0,11.47,Moderate Delay
Urban,Local Bus,19,2,Clear,0.55,46.81,57.6,21.36,22,8.29,Good,2.22,0,19.48,Major Delay
Urban,Feeder Bus,17,6,Clear,2.0,29.56,57.95,15.95,24,13.94,Average,8.03,0,8.31,Moderate Delay
Urban,Express Bus,17,0,Clear,0.2,66.61,67.75,15.21,22,19.5,Average,5.26,0,22.47,Major Delay
Urban,Local Bus,8,5,Clear,0.7,46.19,88.61,12.34,30,14.03,Average,2.56,0,19.93,Major Delay
Urban,Local Bus,20,1,Cloudy,4.21,8.33,66.9,8.18,25,6.86,Poor,0.0,0,18.36,Major Delay
Urban,Local Bus,17,1,Cloudy,5.15,52.06,64.15,21.7,11,11.33,Good,3.59,0,9.3,Moderate Delay
Urban,Feeder Bus,9,4,Clear,2.98,57.53,46.57,26.03,25,14.8,Average,0.0,0,14.26,Moderate Delay
Urban,Express Bus,9,4,Clear,2.98,85.21,27.15,21.93,12,11.86,Poor,0.0,0,12.31,Moderate Delay
Urban,Local Bus,14,6,Clear,2.08,69.35,67.49,13.0,6,14.82,Good,1.76,0,9.32,Moderate Delay
Urban,Express Bus,11,2,Clear,1.54,27.33,69.11,16.34,32,7.9,Average,3.12,0,11.21,Moderate Delay
Urban,Feeder Bus,17,0,Clear,6.64,80.79,79.99,20.42,17,9.93,Poor,0.0,0,26.6,Major Delay
Urban,Feeder Bus,12,1,Cloudy,7.11,16.12,92.24,14.56,17,12.71,Average,2.67,0,16.14,Major Delay
Rural,Local Bus,8,3,Clear,2.87,48.65,34.8,25.67,34,12.94,Good,2.31,0,12.04,Moderate Delay
Urban,Express Bus,12,2,Rain,0.73,65.34,45.72,21.49,23,7.84,Good,0.5,0,13.28,Moderate Delay
Urban,Local Bus,19,1,Cloudy,1.55,81.55,71.37,30.71,27,2.0,Average,2.22,0,15.46,Major Delay
Urban,Local Bus,19,6,Clear,3.18,91.44,58.02,15.17,31,2.0,Poor,6.72,0,23.69,Major Delay
Urban,Local Bus,10,3,Clear,2.86,77.32,86.87,3.0,10,10.77,Good,1.56,0,11.76,Moderate Delay
Rural,Local Bus,19,4,Clear,6.06,44.86,54.13,14.43,9,11.92,Good,6.41,0,15.67,Major Delay
Rural,Express Bus,6,5,Clear,1.44,61.33,98.02,11.72,17,9.96,Good,3.1,0,5.57,Moderate Delay
Rural,Local Bus,22,2,Rain,5.4,53.16,59.12,15.04,7,11.18,Good,8.59,0,13.62,Moderate Delay
Urban,Local Bus,18,5,Cloudy,3.29,31.68,90.55,24.7,18,19.01,Average,7.56,0,21.56,Major Delay
Urban,Local Bus,5,6,Rain,17.68,45.34,10.0,10.75,21,8.52,Average,2.44,0,21.69,Major Delay
